Time,Noise
0.0,0.07839386959833783
1.0000100001000012e-06,0.5436901693543565
2.0000200002000023e-06,0.40481270220923393
3.0000300003000035e-06,0.41790782833318285
4.000040000400005e-06,0.9239763094263364
5.000050000500006e-06,0.17676721334518797
6.000060000600007e-06,0.3390923416276065
7.000070000700008e-06,0.6341356738541701
8.00008000080001e-06,0.4364641922335848
9.000090000900011e-06,0.028001096325553365
1.0000100001000012e-05,0.2005039466980556
1.1000110001100012e-05,0.1698853920077935
1.2000120001200014e-05,0.5707868863426606
1.3000130001300016e-05,0.9195765126687476
1.4000140001400016e-05,0.026417136760790383
1.5000150001500016e-05,0.6691214327348441
1.600016000160002e-05,0.2553099455048434
1.700017000170002e-05,0.8640464545008218
1.8000180001800022e-05,0.10148504436618089
1.900019000190002e-05,0.294270670928638
2.0000200002000023e-05,0.4919518000028956
2.1000210002100025e-05,0.4135568644722263
2.2000220002200024e-05,0.9761438491649149
2.3000230002300026e-05,0.31023104578250027
2.4000240002400028e-05,0.6589766615682187
2.500025000250003e-05,0.43291620315908597
2.600026000260003e-05,0.14963376611801582
2.700027000270003e-05,0.21652386293155768
2.8000280002800032e-05,0.46482648053358677
2.9000290002900034e-05,0.7779610219912957
3.0000300003000033e-05,0.7881134379402431
3.1000310003100035e-05,0.48789177859996324
3.200032000320004e-05,0.2187955588407644
3.300033000330004e-05,0.90430780869804
3.400034000340004e-05,0.5641994772427774
3.500035000350004e-05,0.06094877460504633
3.6000360003600045e-05,0.751201149069832
3.700037000370004e-05,0.7815756478665812
3.800038000380004e-05,0.5683515465974512
3.9000390003900044e-05,0.22726338958195336
4.0000400004000046e-05,0.25259578867520704
4.100041000410005e-05,0.7287953563773922
4.200042000420005e-05,0.11469937213572945
4.300043000430005e-05,0.8556206463501851
4.400044000440005e-05,0.7353341387834257
4.500045000450005e-05,0.5570991268232982
4.600046000460005e-05,0.1784214965329307
4.700047000470005e-05,0.18516535380455945
4.8000480004800055e-05,0.9853289580472887
4.900049000490006e-05,0.197343669065717
5.000050000500006e-05,0.5152465514715564
5.100051000510006e-05,0.7325529447087813
5.200052000520006e-05,0.038627380663664224
5.300053000530006e-05,0.3406309360276596
5.400054000540006e-05,0.7615351694871354
5.500055000550006e-05,0.6201330857698187
5.6000560005600065e-05,0.7027612808666674
5.7000570005700067e-05,0.6033450106960057
5.800058000580007e-05,0.42988468733464813
5.900059000590007e-05,0.3498008040617471
6.0000600006000066e-05,0.8255437206193516
6.100061000610007e-05,0.9551570238773469
6.200062000620007e-05,0.9220854082560969
6.300063000630007e-05,0.3129003589080116
6.400064000640007e-05,0.9598560184187874
6.500065000650008e-05,0.20569967909321574
6.600066000660008e-05,0.5103779014081546
6.700067000670008e-05,0.6274316416986383
6.800068000680008e-05,0.3519319381464191
