Time,Signal
0.0,1.2071067811865475
1.0000100001000012e-06,1.2788171859223263
2.0000200002000023e-06,1.3415561375042842
3.0000300003000035e-06,1.394600925166389
4.000040000400005e-06,1.4373405084280666
5.000050000500006e-06,1.46928255587191
6.000060000600007e-06,1.4900591164723656
7.000070000700008e-06,1.4994308581454805
8.00008000080001e-06,1.497289824694461
9.000090000900011e-06,1.4836606793928628
1.0000100001000012e-05,1.4587004208801746
1.1000110001100012e-05,1.4226965746424816
1.2000120001200014e-05,1.3760638809111463
1.3000130001300016e-05,1.3193395171326987
1.4000140001400016e-05,1.2531769100438843
1.5000150001500016e-05,1.1783382086326317
1.600016000160002e-05,1.0956855046913918
1.700017000170002e-05,1.006170902096208
1.8000180001800022e-05,0.9108255492067745
1.900019000190002e-05,0.8107477607269065
2.0000200002000023e-05,0.7070903658536393
2.1000210002100025e-05,0.6010474284558283
2.2000220002200024e-05,0.4938404922568974
2.3000230002300026e-05,0.3867045094680432
2.4000240002400028e-05,0.2808736149646286
2.500025000250003e-05,0.17756690987773682
2.600026000260003e-05,0.07797441836440383
2.700027000270003e-05,-0.01675662067484973
2.8000280002800032e-05,-0.10553496902094561
2.9000290002900034e-05,-0.18733795947077447
3.0000300003000033e-05,-0.26122327627947495
3.1000310003100035e-05,-0.3263398100076491
3.200032000320004e-05,-0.38193746173292886
3.300033000330004e-05,-0.42737578368794116
3.400034000340004e-05,-0.46213135679029294
3.500035000350004e-05,-0.48580382008036715
3.6000360003600045e-05,-0.49812048261183994
3.700037000370004e-05,-0.4989394646690223
3.800038000380004e-05,-0.48825133212630323
3.9000390003900044e-05,-0.4661792051229684
4.0000400004000046e-05,-0.4329773398015311
4.100041000410005e-05,-0.3890281994470024
4.200042000420005e-05,-0.3348380487656162
4.300043000430005e-05,-0.2710311220539763
4.400044000440005e-05,-0.19834243243740868
4.500045000450005e-05,-0.11760930501029354
4.600046000460005e-05,-0.02976173141093419
4.700047000470005e-05,0.06418834306019561
4.8000480004800055e-05,0.16315867637357745
4.900049000490006e-05,0.2660091964750898
5.000050000500006e-05,0.37155513415365937
5.100051000510006e-05,0.4785806707902624
5.200052000520006e-05,0.585852943775349
5.300053000530006e-05,0.6921362482616396
5.400054000540006e-05,0.7962062716575956
5.500055000550006e-05,0.8968641968897217
5.6000560005600065e-05,0.9929505119735592
5.7000570005700067e-05,1.083358366816325
5.800058000580007e-05,1.1670463233897894
5.900059000590007e-05,1.243050352399903
6.0000600006000066e-05,1.3104949382595783
6.100061000610007e-05,1.368603164442762
6.200062000620007e-05,1.4167056630432524
6.300063000630007e-05,1.4542483254453473
6.400064000640007e-05,1.4807986852845423
6.500065000650008e-05,1.4960509001708382
6.600066000660008e-05,1.4998292747885467
6.700067000670008e-05,1.4920902847888302
6.800068000680008e-05,1.472923078161096
6.900069000690008e-05,1.4425484483077735
7.000070000700009e-05,1.4013162906519723
7.100071000710009e-05,1.3497015720761993
7.200072000720009e-05,1.2882988596215013
7.300073000730008e-05,1.2178154714727651
7.400074000740008e-05,1.1390633291262393
7.500075000750008e-05,1.0529496045968654
7.600076000760008e-05,0.960466270403334
7.700077000770009e-05,0.8626786727080321
7.800078000780009e-05,0.7607132592417074
7.900079000790009e-05,0.6557446033789056
8.000080000800009e-05,0.5489818738381846
8.10008100081001e-05,0.4416549058671011
8.20008200082001e-05,0.3350000343625946
8.30008300083001e-05,0.23024585211977017
8.40008400084001e-05,0.1285990572645172
8.50008500085001e-05,0.031230552898049213
8.60008600086001e-05,-0.06073804092376445
8.70008700087001e-05,-0.14624730750338955
8.80008800088001e-05,-0.22431223727349348
8.90008900089001e-05,-0.29403357444844835
9.00009000090001e-05,-0.35460817584960214
9.10009100091001e-05,-0.4053382625776165
9.20009200092001e-05,-0.4456394579587367
9.30009300093001e-05,-0.4750475191732888
9.40009400094001e-05,-0.49322368502249614
9.500095000950011e-05,-0.4999585782309459
9.600096000960011e-05,-0.49517461733278534
9.700097000970011e-05,-0.47892691035832446
9.800098000980011e-05,-0.4514026200263799
9.900099000990012e-05,-0.41291880775491663
0.00010000100001000012,-0.3639187813255511
0.00010100101001010012,-0.3049669882743553
0.00010200102001020012,-0.2367425138337248
0.00010300103001030012,-0.16003125832462095
0.00010400104001040013,-0.07571688411044353
0.00010500105001050012,0.015229363602443924
0.00010600106001060012,0.11175984485999563
0.00010700107001070012,0.21276259307214507
0.00010800108001080012,0.3170741241242928
0.00010900109001090012,0.42349283893625567
0.00011000110001100013,0.5307928650801008
0.00011100111001110013,0.6377381780107114
0.00011200112001120013,0.7430968392419894
0.00011300113001130013,0.8456551874543383
0.00011400114001140013,0.944231819061462
0.00011500115001150014,1.0376911971896141
0.00011600116001160014,1.1249567323029923
0.00011700117001170014,1.205023183795252
0.00011800118001180014,1.2769682396890207
0.00011900119001190014,1.339963141053108
0.00012000120001200013,1.3932822287511557
0.00012100121001210013,1.4363113025496133
0.00012200122001220014,1.4685546962936817
0.00012300123001230014,1.4896409876499535
0.00012400124001240014,1.499327276643298
0.00012500125001250014,1.497501983702144
0.00012600126001260014,1.4841861349805223
0.00012700127001270015,1.4595331201508355
0.00012800128001280015,1.423826925457406
0.00012900129001290015,1.3774788623848613
0.00013000130001300015,1.3210228296248832
0.00013100131001310015,1.2551091629203324
0.00013200132001320016,1.1804971436323861
0.00013300133001330016,1.0980462523270242
0.00013400134001340016,1.0087062681336905
0.00013500135001350016,0.9135063279248586
0.00013600136001360016,0.8135430713475129
0.00013700137001370017,0.7099680082677619
0.00013800138001380017,0.6039742541472537
0.00013900139001390017,0.4967827861509557
0.00014000140001400017,0.38962837830670816
0.00014100141001410017,0.2837453777341975
0.00014200142001420018,0.18035348579157312
0.00014300143001430018,0.0806437079314779
0.00014400144001440018,-0.014235365885280404
0.00014500145001450015,-0.10319079217798721
0.00014600146001460016,-0.18519786392400783
0.00014700147001470016,-0.2593119144984293
0.00014800148001480016,-0.32467919960183056
0.00014900149001490016,-0.3805467318236925
0.00015000150001500016,-0.42627095455380315
0.00015100151001510017,-0.46132515532403096
0.00015200152001520017,-0.48530553318373193
0.00015300153001530017,-0.49793585021665565
0.00015400154001540017,-0.49907061361700966
0.00015500155001550017,-0.48869675166928594
0.00015600156001560018,-0.4669337643256829
0.00015700157001570018,-0.434032346646568
0.00015800158001580018,-0.3903715009610329
0.00015900159001590018,-0.33645417101352315
0.00016000160001600018,-0.2729014483882307
0.00016100161001610019,-0.2004454179494085
0.0001620016200162002,-0.11992072471329651
0.0001630016300163002,-0.032254959295702434
0.0001640016400164002,0.06154202731156383
0.0001650016500165002,0.16038975654880638
0.0001660016600166002,0.2631495686788644
0.0001670016700167002,0.3686377393858372
0.0001680016800168002,0.47563911548758697
0.0001690016900169002,0.5829211126877619
0.0001700017000170002,0.689247914122634
0.0001710017100171002,0.7933947061448972
0.0001720017200172002,0.8941617873578249
0.0001730017300173002,0.9903883883730581
0.0001740017400174002,1.0809660430976944
0.00017500175001750021,1.1648513575224224
0.0001760017600176002,1.2410780289227201
0.0001770017700177002,1.3087679770200662
0.0001780017800178002,1.3671414588795048
0.0001790017900179002,1.4155260510268346
0.0001800018000180002,1.4533643953173434
0.0001810018100181002,1.4802206193289038
0.0001820018200182002,1.495785357320798
0.0001830018300183002,1.4998793139201567
0.0001840018400184002,1.4924553294847582
0.0001850018500185002,1.4735989233505653
0.0001860018600186002,1.443527308706168
0.0001870018700187002,1.402586890442107
0.0001880018800188002,1.351249274798197
0.00018900189001890022,1.290105836775019
0.00019000190001900022,1.2198609078893936
0.00019100191001910022,1.1413236627463315
0.00019200192001920022,1.055398797888697
0.00019300193001930022,0.963076110298063
0.00019400194001940023,0.8654190955953833
0.00019500195001950023,0.7635526972826521
0.00019600196001960023,0.6586503481460677
0.00019700197001970023,0.5519204530950377
0.00019800198001980023,0.44459246914575995
0.00019900199001990024,0.33790274289855937
0.00020000200002000024,0.23308026865187664
0.00020100201002010024,0.13133253120980637
0.00020200202002020024,0.033831596464660885
0.00020300203002030024,-0.058299390018289654
0.00020400204002040025,-0.14399914088665644
0.00020500205002050025,-0.22228045232147975
0.00020600206002060025,-0.2922415759650584
0.00020700207002070025,-0.35307660645898375
0.00020800208002080025,-0.40408476493492074
0.00020900209002090023,-0.44467847151854223
0.00021000210002100023,-0.47439011385673435
0.00021100211002110023,-0.4928774336991938
0.00021200212002120023,-0.4999274694845872
0.00021300213002130024,-0.49545900951532484
0.00021400214002140024,-0.4795235274620038
0.00021500215002150024,-0.45230458942114804
0.00021600216002160024,-0.414115739356531
0.00021700217002170024,-0.36539688728239994
0.00021800218002180025,-0.3067092417942898
0.00021900219002190025,-0.23872884532130967
0.00022000220002200025,-0.16223878656946533
0.00022100221002210025,-0.07812017986343434
0.00022200222002220025,0.012657984701195613
0.00022300223002230026,0.10905000337584236
0.00022400224002240026,0.20994550456679856
0.00022500225002250026,0.3141822395734284
